0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,4035	0,5965		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,0961	0,9039		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0797	0,9203		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,1003	0,8997		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,1518	0,8482		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,9159	0,0841		sum(1,0000)		0,0000	0,2360	0,7640		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0000	0,7110	0,2890		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,6567	0,3433		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,2151	0,7849	0,0000		sum(1,0000)		0,0000	0,1003	0,8997		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,5846	0,4154		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,1518	0,8482		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,0000	0,9159	0,0841		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0797	0,9203		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0000	0,7110	0,2890		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,4403	0,5597		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,2151	0,7849	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,0000	0,5060	0,4940		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,7289	0,2711		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,3137	0,6863	0,0000		sum(1,0000)		0,0000	0,1003	0,8997		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,1003	0,8997		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,3137	0,6863	0,0000		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,3898	0,6102		sum(1,0000)		0,0000	0,0000	0,0000	0,5060	0,4940		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,0000	0,1986	0,8014		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,2961	0,7039		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,4124	0,5876	0,0000		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,3682	0,6318		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,3137	0,6863	0,0000		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,1518	0,8482		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,6085	0,3915		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0000	0,4035	0,5965		sum(1,0000)		0,0000	0,6431	0,3569		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,0961	0,9039		sum(1,0000)		0,0000	0,2360	0,7640		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,0000	1,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,1003	0,8997		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,1518	0,8482		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,6085	0,3915		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,7788	0,2212		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,3682	0,6318		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,0000	0,6085	0,3915		sum(1,0000)		0,0000	0,9146	0,0854		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0000	0,0961	0,9039		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		0,2556	0,7444		sum(1,0000)		0,0000	0,0000	0,0000	0,6085	0,3915		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,1518	0,8482		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,0000	0,0000	0,0000	0,7110	0,2890		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,4403	0,5597		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,4124	0,5876	0,0000		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,0000	0,0000	0,0000	0,8134	0,1866		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,0000	0,0000	0,0000	0,6085	0,3915		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,6583	0,3417		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,5846	0,4154		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,2360	0,7640		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,5241	0,4759		sum(1,0000)		0,0000	0,0000	0,0000	0,3010	0,6990		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,3898	0,6102		sum(1,0000)		0,0000	0,0000	0,0000	0,5060	0,4940		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0000	1,0000		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0177	0,9823	0,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,2239	0,7761		sum(1,0000)		1,0000	0,0000		sum(1,0000)		0,0000	0,0000	0,2151	0,7849	0,0000		sum(1,0000)		0,0000	0,2360	0,7640		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,0797	0,9203		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,0177	0,9823	0,0000		sum(1,0000)		0,0000	0,1003	0,8997		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,2961	0,7039		sum(1,0000)		0,2556	0,7444		sum(1,0000)		0,0000	0,0000	0,0000	0,8134	0,1866		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		
0,5125	0,4875		sum(1,0000)		0,7925	0,2075		sum(1,0000)		0,0000	0,0000	0,1164	0,8836	0,0000		sum(1,0000)		0,0000	0,3717	0,6283		sum(1,0000)		0,0000	0,0000	1,0000		sum(1,0000)		

